5.88E-03,1.98E-03,8.60E-04,2.24E-04,1.16E-03,6.30E-04,2.18E-03,1.82E-02,2.26E-02,1.13E-03,1.05E-03,4.50E-05
7.54E-03,4.06E-04,7.19E-04,1.66E-04,2.18E-03,5.32E-03,2.05E-02,1.12E-02,1.74E-03,1.95E-03,1.76E-03,3.35E-04
3.05E-04,7.78E-04,1.19E-03,1.96E-04,1.32E-03,6.82E-03,1.98E-03,6.46E-04,8.00E-03,1.30E-02,8.57E-04,1.65E-04
2.51E-04,9.97E-04,1.03E-03,4.03E-04,4.43E-03,1.82E-03,5.57E-04,1.50E-03,9.58E-04,3.25E-03,1.91E-03,2.65E-04
3.76E-05,1.36E-03,2.72E-03,2.74E-03,6.74E-03,3.65E-03,4.01E-04,1.17E-03,9.10E-04,2.51E-03,1.95E-03,4.03E-03
1.61E-04,2.35E-03,1.64E-03,4.16E-03,2.90E-03,2.09E-03,4.62E-04,6.18E-04,2.31E-03,1.02E-02,4.22E-03,1.05E-02
4.34E-04,1.64E-02,8.13E-03,5.07E-03,1.40E-03,8.34E-04,7.63E-04,1.47E-03,5.59E-04,9.21E-03,1.20E-02,1.76E-02
1.38E-04,2.31E-03,3.82E-02,3.60E-02,7.77E-04,5.43E-04,8.02E-04,7.09E-03,7.12E-03,5.01E-03,4.60E-03,1.76E-02
7.78E-04,5.51E-04,4.51E-03,2.46E-03,5.61E-03,3.32E-03,1.65E-03,7.68E-03,7.44E-03,9.10E-03,9.47E-03,1.90E-03
1.77E-02,6.81E-03,4.33E-03,1.24E-02,4.20E-02,1.71E-02,5.06E-03,4.84E-03,8.07E-03,5.27E-03,1.91E-02,3.86E-03
3.09E-02,2.02E-02,3.69E-03,1.24E-02,1.62E-02,2.35E-02,9.82E-03,6.65E-03,7.94E-03,2.16E-03,1.31E-02,8.37E-03
2.02E-02,1.15E-02,9.93E-03,9.71E-03,1.12E-02,6.90E-03,5.63E-03,5.00E-03,6.05E-03,3.87E-03,5.70E-03,6.26E-03
2,2,2,2,2,2,2,2,2,2,2,2
